"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"2610",2609,"61043",41.172197,23.475643,0.188481,NA,107.047392,NA,104.662207,0,3.399792,7.642713,0,16.170834,8.487871,NA,-57.932544,81.005,15.097126,202.519755,81.686714,155.862302,54.622798,179.447299,23.072456,120.833041,23.584997,-2.905061,NA,2.20358,NA,NA,NA,10.599925,"USD","2022-06-30","Q1",0,NA,0,250.936,15.492,-25.196,26.712,1.38,NA,0.004,-1.424,-26.62,-26.62,-26.62,-26.62,0,0.048,7.028,51.908,277.648,29.388,277.648,"JYXldrD","2023Q1",2023,19,17,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"4.12%"
"2611",2610,"61043",44.077258,34.075568,0.188329,NA,108.157935,NA,94.194403,0,3.109889,4.652533,0,15.951304,8.268341,NA,-51.276734,81.005,9.461538,204.345871,94.200164,156.887726,56.826378,174.617605,29.728266,110.145707,17.729879,18.124923,NA,-22.5444,NA,NA,NA,-5.349135,"USD","2022-03-31","YE",0,NA,-0.022748,242.771422,14.811566,-16.178341,37.744408,1.26826,NA,0.048368,-1.322162,-17.477755,-17.477755,-17.500503,-17.477755,0,0.10227,8.805183,53.922749,280.51583,30.306,280.51583,"JYXldrD","2022YE",2022,19,16,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"8.00%"
"2612",2611,"61043",25.952335,28.726433,0.275876,NA,60.632948,NA,85.153562,0,5.106245,5.602541,0,14.236086,6.767104,NA,-33.798979,81.005,21.619231,167.78018,68.390532,92.187824,34.281978,120.574159,47.206021,99.389648,28.386335,-9.890559,NA,11.136613,NA,NA,NA,0.704954,"USD","2021-03-31","YE",0,NA,-0.038238,271.553589,15.397877,-15.935516,39.107981,1.943904,NA,0.005557,-2.398803,-18.296081,-18.296081,-18.334319,-18.296081,0,0.460456,8.222959,55.043497,310.66157,31.422661,310.66157,"JYXldrD","2021YE",2021,15,19,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"4.70%"
"2613",2612,"61043",35.842894,29.431387,19.534507,NA,98.389615,NA,85.304961,0,6.546428,2.811548,0,14.303088,6.910324,NA,-15.502898,36.005,36.082479,200.538962,100.930913,137.044057,45.418591,180.03686,20.502102,99.608049,42.992803,8.060235,NA,-9.160732,NA,NA,NA,7.583392,"USD","2020-03-31","YE",0,NA,-4.44927,323.792,16.026,-15.055362,47.482271,2.971364,NA,0.014111,-2.957253,-13.563345,-13.563345,-18.012615,-13.563345,0,0,9.858633,62.537633,371.274271,36.653,371.274271,"JYXldrD","2020YE",2020,18,20,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"1.23%"
"2614",2613,"61043",27.782659,37.014779,0.277753,NA,57.380722,NA,79.167417,0,1.483417,4.152461,0,13.933063,6.440606,NA,-1.939553,36.005,38.312393,168.134288,75.033808,89.315842,36.257859,134.068841,34.065447,93.10048,44.752999,-4.283844,NA,6.40484,NA,NA,NA,8.277892,"USD","2019-03-31","YE",-22.026,NA,-4.832241,303.808132,19.82436,-34.75733,88.735377,2.971077,NA,2.043023,-1.002735,-30.927824,-30.927824,-35.760065,-30.927824,0,0.074681,12.346147,101.466707,392.543509,69.2962,392.543509,"JYXldrD","2019YE",2019,20,16,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"1.81%"
"2615",2614,"61043",32.066503,45.292671,0.290503,NA,54.194915,NA,115.221434,17.520961,6.973026,3.862207,0,0,13.805479,NA,28.684882,36.005,59.342308,227.961294,95.218899,90.123625,42.662699,163.271412,64.689882,132.742395,73.147787,-6.95273,NA,7.208838,NA,NA,NA,1.498655,"USD","2018-03-31","YE",0,NA,-13.147,321.778,20.253,-24.379005,82.406995,2.546,NA,0,-2.638157,-13.870162,-13.870162,-27.017162,-13.870162,0,0.092157,18.228,106.786,404.184995,68.305,404.184995,"JYXldrD","2018YE",2018,18,21,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"2.44%"
"2616",2615,"61043",39.019233,46.791326,0.080326,NA,74.677223,NA,118.874708,0,12.403403,3.257197,0,21.981098,20.163824,NA,42.857699,36.005,34.022222,250.002398,109.146592,116.953653,49.871537,171.139699,78.862699,140.855806,54.186046,0.901986,NA,-6.218574,NA,NA,NA,-1.102471,"USD","2017-03-31","YE",0,NA,-1.162941,303.77051,19.693752,0.157445,113.706351,1.872226,NA,0.363673,-1.891864,-0.571478,-0.571478,-1.734419,-0.571478,0,0.383311,21.551476,113.548906,417.476861,72.303678,417.476861,"JYXldrD","2017YE",2017,19,24,"FHRx","F3, HDM A2","Auto","P806649",NA,NA,NA,NA,"2.13%"
"2617",2616,"70740",8.967165,15.471544,0.012796,0,72.708333,13.328753,39.686998,NA,18.740566,10.77309,0.132878,1.074095,3.027221,0.330801,-9.459057,17,2.916667,106.066297,51.976451,92.448588,17.420744,98.392476,7.673821,54.089846,5.943888,-2.600613,-5.996753,24.109947,-0.090557,-5.62,-10.628907,-1.288394,"USD","2023-03-31","YE",NA,NA,0.01474,186.756915,6.80844,-8.057473,-0.617099,3.156765,0.506865,3.407049,-5.090803,-13.163016,-13.163016,-13.148276,-13.163016,0,5.847952,0.631934,7.440374,186.139816,NA,186.139816,"D85wROJ","2023YE",2023,14,16,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"4.12%"
"2618",2617,"70740",13.361932,15.993226,0.103353,NA,81.245,NA,40.659587,0,11.39528,6.370566,0,15.426509,2.166752,NA,4.964396,17,0,125.108646,69.02255,100.977498,41.530691,103.14425,21.964396,56.086096,2.166752,-0.424013,NA,-12.142668,NA,NA,NA,0.250445,"USD","2022-03-31","YE",0,NA,-0.033742,113.7012393,5.94431786,-9.93550099,57.4394247,0.612885,NA,0,-1.670361,-11.57211999,-11.57211999,-11.60586199,-11.57211999,NA,1.057476,4.98508764,67.37492569,171.140664,56.44552019,171.140664,"D85wROJ","2022YE",2022,21,16,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"8.00%"
"2619",2618,"70740",13.785945,16.243671,0.024721,NA,53.975,NA,38.250673,0,8.942387,7.053198,0,17.95142,1.966726,NA,17.020026,17,0,110.800895,54.598802,74.814143,29.388023,76.780869,34.020026,56.202093,1.966726,0.936175,NA,-3.641049,NA,NA,NA,0.504789,"USD","2021-03-31","YE",0,NA,0.063344,118.6653567,6.319093,-5.2780507,63.5705083,0.699294,NA,1.175849,0.476555,-4.8648397,-4.8648397,-4.8014957,-4.8648397,NA,0,4.507673,68.848559,182.235865,58.021793,182.235865,"D85wROJ","2021YE",2021,23,20,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"4.70%"
"2620",2619,"70740",12.84977,16.74846,0.142466,NA,56.66,NA,42.207358,0,14.780744,5.471883,0,18.085972,2.014371,NA,21.31595,17,2.4,117.711974,57.418644,74.981653,25.746974,79.396024,38.31595,60.29333,4.414371,-4.569911,NA,-8.697652,NA,NA,NA,5.235151,"USD","2020-03-31","YE",-4.2,NA,-1.296049,131.9110696,10.76173413,-9.50503699,80.4921414,1.556061,NA,2.646387,1.090326,-7.11866199,-7.11866199,-8.41471099,-7.11866199,NA,0,5.98187122,85.79717839,212.403211,69.05357304,212.403211,"D85wROJ","2020YE",2020,24,19,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"1.23%"
"2621",2620,"70740",17.419681,21.983611,0.030718,NA,46.05,NA,53.578706,0,7.971604,5.651116,0,23.291837,1.635187,NA,28.949814,17,7.2,123.905798,47.035255,69.120797,17.049322,77.955984,45.949814,76.870543,8.835187,-0.324577,NA,14.638459,NA,NA,NA,3.251968,"USD","2019-03-31","YE",0,NA,-2.04295,180.1876396,12.73532051,-8.49695957,84.8963524,1.672408,NA,4.227444,2.555036,-3.89897357,-3.89897357,-5.94192357,-3.89897357,NA,0,6.74283519,93.39331197,265.083992,73.91515627,265.083992,"D85wROJ","2019YE",2019,22,23,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"1.81%"
"2622",2621,"70740",17.744258,25.235579,0.549014,NA,57.725,NA,62.668424,0,7.48143,5.222615,0,22.695491,2.298374,NA,34.627472,17,15.7,150.317719,64.953804,80.691873,31.687781,98.690247,51.627472,85.363915,17.998374,-1.123005,NA,-4.289329,NA,NA,NA,-0.427985,"USD","2018-03-31","YE",0,NA,-1.565965,147.8273104,11.04911562,-2.47531863,87.7496446,1.542678,NA,1.631399,0.088721,-0.82063263,-0.82063263,-2.38659763,-0.82063263,NA,0,6.20758444,90.22496323,235.576955,72.96826317,235.576955,"D85wROJ","2018YE",2018,21,22,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"2.44%"
"2623",2622,"70740",18.867263,24.807594,0.10149,NA,33.74,NA,61.240172,0,7.261606,6.287325,0,24.324943,4.026498,NA,39.713171,17,25.5,145.134257,59.569142,58.894588,27.398452,88.421086,56.713171,85.565115,29.526498,-3.357311,NA,12.336583,NA,NA,NA,-1.900648,"USD","2017-03-31","YE",0,NA,2.464934,186.52105,8.827855,12.661851,91.76904,1.117911,NA,0,-1.297912,8.899005,8.899005,11.363939,8.899005,NA,0.180001,5.753774,79.107189,278.29009,64.52556,278.29009,"D85wROJ","2017YE",2017,57,50,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"2.13%"
"2624",2623,"70740",20.224574,22.906946,0.441171,NA,33.925,NA,42.010325,0,7.151945,9.63495,0,24.529242,3.846414,NA,36.693726,17,15.45,136.774664,70.235097,63.784524,39.735035,83.080938,53.693726,66.539567,19.296414,2.611953,NA,2.274645,NA,NA,NA,-1.042392,"USD","2016-03-31","YE",0,NA,1.259594,185.538714,8.294787,10.78475,89.073704,0.899221,NA,1.260643,0.361422,9.886578,9.886578,11.146172,9.886578,NA,0,6.569283,78.288954,274.612418,63.424884,274.612418,"D85wROJ","2016YE",2016,59,53,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"1.26%"
"2625",2624,"70740",17.612621,21.864554,0.850513,NA,35.015,NA,42.253356,0,5.598265,7.707578,0.888691,24.979488,5.422262,NA,30.459704,17,23.45,137.555856,70.323012,60.335199,42.00968,89.207461,48.348395,67.232844,28.872262,-1.059428,NA,-26.301904,NA,NA,NA,-1.835436,"USD","2015-03-31","YE",0,NA,1.921346,135.765686,8.760975,5.750047,76.805678,0.569574,NA,2.529085,1.959511,5.788212,5.788212,7.709558,5.788212,NA,0,7.017378,71.055631,212.571364,55.277278,212.571364,"D85wROJ","2015YE",2015,40,35,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"0.12%"
"2626",2625,"70740",18.672049,20.029118,0.285926,NA,22.825,NA,41.172267,0,4.610257,6.455642,1.142256,28.356245,6.635727,NA,29.680915,17,7.75,110.161589,40.633077,47.952691,15.707776,62.338418,47.823171,69.528512,14.385727,0.818232,NA,3.795499,NA,NA,NA,3.112145,"USD","2014-03-31","YE",0,NA,1.092693,161.442416,9.500275,1.817017,76.077647,0.458449,NA,2.834342,2.375893,3.100217,3.100217,4.19291,3.100217,NA,0,9.292779,74.26063,237.520063,55.467576,237.520063,"D85wROJ","2014YE",2014,34,35,"FHRx","A2, A3, F2, HDM A3","Auto","P374158",NA,NA,NA,NA,"1.62%"
"2627",2626,"507535",NA,NA,23.161449,0,0.069667,NA,NA,NA,28.135722,11.513997,40,12.612197,0,NA,12.178657,0,0.147047,63.909368,51.297171,11.583664,NA,11.730711,52.178657,12.612197,0.147047,NA,NA,NA,NA,NA,NA,NA,"USD","2023-12-31","YE",NA,NA,1.00238,120.53014,2.000696,5.074639,8.66226,0.214134,NA,0.534059,0.319925,4.392184,4.392184,5.394564,4.392184,0,0,1.586925,3.587621,129.1924,NA,129.1924,"Depvk3A","2023YE",2023,42,75,"FHRx","F2, HDM F2","Auto","P413962",NA,NA,NA,NA,"4.12%"
"2628",2627,"507535",NA,NA,14.762928,0,0.053922,NA,NA,NA,33.236491,11.191502,40,11.0739,0,NA,7.786473,0,0.041422,59.073319,47.999419,11.245424,NA,11.286846,47.786473,11.0739,0.041422,NA,NA,NA,NA,NA,NA,NA,"USD","2022-12-31","YE",NA,NA,-0.439114,103.999632,1.794023,1.532796,7.598239,0.061937,NA,0.333593,0.271656,2.243566,2.243566,1.804452,2.243566,0,0,4.27142,6.065443,111.597871,NA,111.597871,"Depvk3A","2022YE",2022,33,56,"FHRx","F2, HDM F2","Auto","P413962",NA,NA,NA,NA,"8.00%"
"2629",2628,"501972",1.728453,4.288619,0.221034,NA,12.768138,NA,26.536358,NA,4.042888,10.84374,0,3.660283,0.043014,0.219921,-7.221035,23.190814,3.071429,44.424553,14.227912,25.340331,5.45545,28.454774,15.969779,30.196641,3.114443,0.939492,-2.544627,-0.043778,0.167329,-14.155781,-2.54308,-0.067091,"USD","2024-03-31","YE",NA,NA,-2.31807,NA,10.748841,5.890999,NA,0.987963,NA,0.048645,-0.944567,7.264502,7.264502,4.946432,7.264502,0,0.005249,62.921062,73.669903,79.560902,NA,79.560902,"aw382Xa","2024YE",2024,83,79,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"2.90%"
"2630",2629,"501972",NA,NA,0.298,0,8.2,NA,NA,NA,12.482,16.57012,23.19,29.484,1.104,NA,-11.279,0,4.279,42.264,12.78,24.77012,NA,30.15312,11.911,29.484,5.383,NA,NA,NA,NA,NA,NA,NA,"USD","2023-12-31","Q3",NA,NA,0.02475,64.2735,NA,4.28325,8.88875,1.119,NA,NA,-1.143,3.1155,3.1155,3.14025,3.1155,0.001,0.024,4.6065,4.6065,73.16325,NA,73.16225,"aw382Xa","2024Q3",2024,73,67,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"2.90%"
"2631",2630,"501972",NA,NA,0.066,NA,11.4,NA,NA,NA,16.42,19.934,23.19,31.024,1.104,NA,-12.398,0,4.279,47.51,16.486,31.334,NA,36.717,10.792,31.024,5.383,NA,NA,NA,NA,NA,NA,NA,"USD","2023-09-30","Q2",NA,NA,0.0275,59.834,NA,3.116,7.261,1.198,NA,0.05,-1.184,1.9045,1.9045,1.932,1.9045,0,0.036,4.145,4.145,67.095,NA,67.095,"aw382Xa","2024Q2",2024,61,48,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"2.90%"
"2632",2631,"501972",4.547,8.264,0.054,0,23.655,NA,34.375,NA,1.659,1.527,0,1.258,0.063,NA,-14.486,23.191,11.24,49.737,14.104,29.729,4.127,41.032,8.705,35.633,11.303,NA,NA,NA,NA,NA,NA,NA,"USD","2023-03-31","YE",NA,NA,0.012,52.295,NA,0.801,4.039,1.252,NA,0.1,-1.152,-0.363,-0.363,-0.351,-0.363,0,0,3.238,3.238,56.334,NA,56.334,"aw382Xa","2023YE",2023,22,17,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"4.12%"
"2633",2632,"501972",4.230393,6.835594,0.093744,NA,18.436581,NA,40.906939,0,1.569958,2.723615,23,1.241176,0,NA,-14.123095,0.190814,20.095083,54.553391,12.405276,25.390589,3.90598,45.485672,9.067719,42.148115,20.095083,0.377759,NA,-0.818024,NA,NA,NA,-2.333999,"USD","2022-03-31","YE",0,NA,0.002081,29.00204891,6.11798067,0.32251267,18.27609709,0.970802,NA,0.191215,-0.779587,-0.45915533,-0.45915533,-0.45707433,-0.45915533,NA,0,3.94076232,17.95358442,47.278146,7.89484143,47.278146,"aw382Xa","2022YE",2022,30,17,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"8.00%"
"2634",2633,"501972",3.852634,4.501595,0.082787,NA,12.953757,NA,39.811591,0,1.608455,2.510981,23,1.083526,0,NA,-13.66394,0.190814,21.331664,50.17591,9.280793,19.317372,3.087956,40.649036,9.526874,40.895117,21.331664,0.693729,NA,-0.622403,NA,NA,NA,-0.278392,"USD","2021-03-31","YE",0,NA,-0.008803,25.55381781,6.001693,1.339328895,18.51150119,1.132201,NA,0.08307,-1.053518,0.294613895,0.294613895,0.285810895,0.294613895,NA,0.004387,3.347611525,17.1721723,44.065319,7.82286777,44.065319,"aw382Xa","2021YE",2021,46,23,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"4.70%"
"2635",2634,"501972",3.158905,4.223203,8.541048,NA,20.631557,NA,42.81856,0,1.549039,3.110039,23,1.020778,0,NA,-13.958554,0.190814,24.48542,60.618181,16.778843,26.900501,2.465553,51.385921,9.23226,43.839338,24.48542,-1.584931,NA,1.125161,NA,NA,NA,2.033753,"USD","2020-03-31","YE",0,NA,-0.062235,35.465808,5.743406,3.877627,23.80814,1.221041,NA,0.054352,-1.166689,2.773173,2.773173,2.710938,2.773173,NA,0,4.269111,19.930513,59.273948,9.917996,59.273948,"aw382Xa","2020YE",2020,64,46,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"1.23%"
"2636",2635,"501972",4.743836,6.256956,0.144319,NA,17.215413,NA,41.51587,0,1.575225,2.646087,0,0.0061,0.00349,NA,-16.731727,23,22.212085,53.089184,11.567214,24.605336,3.590714,46.820911,6.268273,41.52197,22.215575,-2.025869,NA,1.144644,NA,NA,NA,0.648435,"USD","2019-03-31","YE",0,NA,-0.034999,35.72897981,5.59093892,3.16667179,23.40100719,1.413617,NA,0.121977,-1.29164,1.91003079,1.91003079,1.87503179,1.91003079,0.004227,0,4.58014663,20.2385624,59.134214,10.06747685,59.129987,"aw382Xa","2019YE",2019,66,37,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"1.81%"
"2637",2636,"501972",6.769705,6.905391,0.133781,NA,18.84692,NA,44.56013193,0,1.542213,1.455533,0,0.004997,0,NA,-18.641756,23,26.45146976,57.88187193,13.316743,27.072158,4.735358,53.52362776,4.358244,44.56512893,26.45146976,3.009389,NA,-0.138961,NA,NA,NA,-2.781434,"USD","2018-03-31","YE",0,NA,-0.019614,26.94066113,3.61453303,0.01774148,17.63755687,1.191186,NA,0.009434,-1.212937,-1.17558152,-1.17558152,-1.19519552,-1.17558152,0.160939,0.031185,4.20449628,17.78075439,44.739157,9.96172508,44.578218,"aw382Xa","2018YE",2018,29,17,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"2.44%"
"2638",2637,"501972",3.760316,4.123957,0.978598,NA,15.382585,NA,30.032273,0.943342,1.506714,3.524222,0,0,0.054498,NA,5.533826,0,12.986589,41.242036,10.266421,22.667123,3.657152,35.70821,5.533826,30.975615,13.041087,-0.250692,NA,1.072795,NA,NA,NA,-0.147254,"USD","2017-03-31","YE",0,NA,0.215928,23.22534,3.011995,-3.588972,13.839623,0.468265,NA,0.011444,-0.456821,-4.261721,-4.261721,-4.045793,-4.261721,0,0,3.874499,17.428595,37.064963,10.542101,37.064963,"aw382Xa","2017YE",2017,21,17,"FHRx","PU","Auto","P987660",NA,NA,NA,NA,"2.13%"
"2639",2638,"508813",4.802749,11.448256,12.462577,0,1.394743,1.399022,14.321212,NA,1.649215,2.460622,-4.048761,1.094698,0.65,0.072802,37.081637,3.5,1.9,49.45299,32.638058,8.658114,7.005208,12.920114,36.532876,16.814932,4.262,-1.525778,-0.971243,0.669519,0.893078,-2.222228,-0.971243,-2.923238,"USD","2024-03-31","YE",NA,NA,1.794056,NA,3.36194,6.101068,NA,0.142223,0.261558,0.626126,0.739125,5.046137,5.046137,6.840193,5.046137,0,0.006336,79.355967,82.717907,88.818975,NA,88.818975,"DX4EkND","2024YE",2024,70,88,NA,NA,NA,NA,NA,NA,NA,NA,"2.90%"
"2640",2639,"508813",6.328527,8.525018,11.569499,0,1.822228,1.127055,17.830698,NA,1.4,2.104524,-4.182347,0,0.65,0.073232,32.91212,3.5,3.285138,48.20119,29.243437,10.255279,7.675688,15.971417,32.229773,18.957753,5.716138,1.122414,-2.885792,-1.148533,0.753711,-1.122228,-2.785792,-1.179805,"USD","2023-03-31","YE",NA,NA,1.047462,NA,3.236082,3.506447,NA,0.138129,0.117621,0.074771,0.047297,2.506282,2.506282,3.553744,2.506282,0,0.006966,74.829635,78.065717,81.572164,NA,81.572164,"DX4EkND","2023YE",2023,50,76,NA,NA,NA,NA,NA,NA,NA,NA,"4.12%"
"2641",2640,"508813",5.206113,7.345213,10.815788,0,2.622228,1.20619,18.149271,NA,1.743733,1.858828,-4.231068,0,0.65,0.02385,30.805838,3.5,3.207366,46.041305,26.685844,9.687169,6.75726,15.966535,30.07477,19.355461,6.279366,1.19255,-2.118613,-0.648156,0.526764,-3.022228,-2.116613,-0.514529,"USD","2022-03-31","YE",NA,NA,0.578689,NA,3.664486,1.883869,NA,0.175367,0.030097,0.737091,0.585399,1.890579,1.890579,2.469268,1.890579,0,0.006422,62.773465,66.437951,68.32182,NA,68.32182,"DX4EkND","2022YE",2022,37,72,NA,NA,NA,NA,NA,NA,NA,NA,"8.00%"
"2642",2641,"508813",5.088163,6.830684,10.289024,0,2.622228,1.23852,20.964641,NA,1.383422,1.736319,-4.192147,0,0.6,0.082344,29.315259,3.5,5.829594,46.767416,24.564255,9.44671,5.978781,18.144304,28.623112,22.203161,8.697594,0.066126,-4.194775,-1.529795,1.429652,1.477772,-4.194275,-1.542793,"USD","2021-03-31","YE",NA,NA,0.590632,NA,3.552169,1.511072,NA,0.175778,0.03549,2.931665,2.783048,3.703488,3.703488,4.29412,3.703488,0,0.008329,61.11388,64.666049,66.177121,NA,66.177121,"DX4EkND","2021YE",2021,43,71,NA,NA,NA,NA,NA,NA,NA,NA,"4.70%"
"2643",2642,"520039",NA,NA,0.25891993,0,11,NA,NA,NA,33.87528229,26.96159236,18.85,55.32622196,1.72170648,NA,30.92712534,0,0,89.460424,34.134202,37.961592,NA,39.683299,49.777125,55.326222,1.721706,NA,NA,NA,NA,NA,NA,NA,"USD","2024-03-31","YE",NA,NA,0.2480304,243.4432548,0.13207952,15.827958,26.875979,1.02480028,NA,0.00620368,-1.018597,14.561331,14.561331,14.809362,14.561331,0,0,10.91594105,11.048021,270.319234,NA,270.3192338,"A5nwN1D","2024YE",2024,77,81,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"2.90%"
"2644",2643,"520039",NA,NA,0.52657663,NA,19,NA,NA,NA,29.41819431,27.31252828,18.85,60.90563707,3.43473674,NA,20.75314299,0,1.5,90.850408,29.944771,46.312528,NA,51.247265,39.603143,60.905637,4.934737,NA,NA,NA,NA,NA,NA,NA,"USD","2023-09-30","Q2",NA,NA,1.59544993,224.4315238,0.13131827,7.484404,17.179738,1.05685585,NA,0.00467338,-1.052182,4.836772,4.836772,6.432222,4.836772,0,0,9.56401541,9.695334,241.611262,NA,241.6112618,"A5nwN1D","2024Q2",2024,57,52,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"2.90%"
"2645",2644,"520039",NA,NA,0.62277968,0,28,NA,NA,NA,38.310752,32.45604522,18.85,66.55942265,4.42385517,NA,17.26305394,0,4.5,105.492954,38.933532,60.456045,NA,69.3799,36.113054,66.559423,8.923855,NA,NA,NA,NA,NA,NA,NA,"USD","2023-03-31","YE",NA,NA,0.29090585,203.3535601,0.13112269,2.120499,10.753315,0.94009454,NA,0.00934675,-0.930748,0.898846,0.898846,1.189752,0.898846,0,0,8.50169277,8.632815,214.106875,NA,214.1068749,"A5nwN1D","2023YE",2023,28,29,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"4.12%"
"2646",2645,"520039",14.002344,12.563989,0.902245,NA,24.125,NA,77.645991,0,NA,9.785872,0,0.690769,8.541528,1.64301,16.364208,18.85,10.5,102.168952,23.832192,47.913216,8.722948,66.954744,35.214208,78.33676,19.041528,0.34804,-19.428117,0.070646,1.467566,15.235914,-19.428117,-1.592266,"USD","2022-03-29","YE",0,NA,-1.557455,145.741339,17.339068,-6.037126,1.102173,0.34073,NA,NA,-0.390103,-4.869774,-4.869774,-6.427229,-4.869774,17.339068,0.049373,0,24.478367,164.18258,7.139299,146.843512,"A5nwN1D","2022YE",2022,29,27,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"8.00%"
"2647",2646,"520039",13.654304,14.476543,1.795593,NA,21.75,NA,77.796524,0,NA,10.087782,0,0.795217,18.339705,0.258302,21.233982,18.85,0,103.915773,25.324032,45.492086,8.793594,63.831791,40.083982,78.591741,18.339705,0.816521,6.50189,-2.648293,NA,NA,NA,6.59612,"USD","2021-03-29","YE",0,NA,-2.899722,154.706669,18.811652,-9.926255,-2.840947,0.485743,NA,0.045692,-0.440051,-7.466584,-7.466584,-10.366306,-7.466584,18.811652,NA,0,25.89696,170.677374,7.085308,151.865722,"A5nwN1D","2021YE",2021,28,31,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"4.70%"
"2648",2647,"520039",12.837782,23.737259,13.703113,NA,32.5,NA,90.484443,0,NA,10.100269,0,0.94993,28.841543,0.560114,28.700566,18.85,3.75,135.58016,44.145787,55.438051,6.145301,88.029594,47.550566,91.434373,32.591543,-5.623066,18.769863,-0.20137,NA,NA,NA,-3.541745,"USD","2020-03-29","YE",0,NA,-2.698232,214.909293,18.960476,-9.460277,-0.033006,0.514632,NA,0.045989,-0.468643,-7.230688,-7.230688,-9.92892,-7.230688,18.960476,NA,0,28.387747,233.836763,9.427271,214.876287,"A5nwN1D","2020YE",2020,28,30,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"1.23%"
"2649",2648,"520039",18.460848,20.195514,2.739121,NA,16,NA,90.865774,0,NA,12.897577,0,1.004986,16.730038,0.476642,38.287505,18.85,0,121.225968,29.355208,47.358425,5.943931,64.088463,57.137505,91.87076,16.730038,20.816944,0.723868,2.249228,NA,NA,NA,-27.15594,"USD","2019-03-29","Q1",0,NA,2.732344,232.45784,22.590576,11.03722,21.416284,0.438156,NA,0.153508,-0.284648,8.020228,8.020228,10.752572,8.020228,22.590576,NA,0,32.96964,276.4647,10.379064,253.874124,"A5nwN1D","2019Q1",2019,70,71,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"1.81%"
"2650",2649,"520039",13.256612,13.406529,2.251793,NA,19.436,NA,96.474228,0,NA,13.26468,0,1.056307,24.550959,5.945603,36.282447,18.85,0,125.640698,28.110163,45.957292,6.506238,70.508251,55.132447,97.530535,24.550959,-1.556541,25.974849,0.440246,NA,NA,NA,3.297907,"USD","2018-12-29","YE",0,NA,0.208797,213.563184,20.321988,1.82274,11.29437,0.45048,NA,0.032729,-0.417751,1.196192,1.196192,1.404989,1.196192,20.321988,NA,0,29.793618,245.179542,9.47163,224.857554,"A5nwN1D","2018YE",2018,43,46,"FHRx","A2","Auto","P997671",NA,NA,NA,NA,"2.44%"
