,2020 Q3,2020 YE,2021 Q1,2021 Q2,2021 Q3,2021 YE,2022 Q1,2022 Q2,2022 Q3,2022 YE,2023 Q1,2023 Q2,2023 Q3,2023 YE,2024 Q1,2024 Q2,2024 Q3,2024 YE,2025 Q1,2025 Q2,FHR Delta Qtr,FHR Delta An,Period End*,Period End Date,Current FHR,Simulated FHR,PD (%),Data Source,Group,Group Classification,Parent ID,Supplier Number,Key
1368,46,40,,,,25,,33,36,43,43,42,43,51,,,,,,,8,8,"2023, YE",12/31/2023 0:00,51,51,0.2693,Public,F2,Auto,P760834,40290,32
1370,,43,,,,44,,,,53,,,,58,,,,55,,,,-3,"2024, YE",3/31/2024 0:00,55,55,0.1744,FHRx,"A3, F0, HDM F2",Auto,P304197,230690,159
1373,,30,,,,26,,,,33,,34,,47,,,,,,,,14,"2023, YE",12/31/2023 0:00,47,47,0.4149,FHRx,F0,Auto,P0,520957,161
1379,,,,,,20,,,18,18,,,20,18,,28,,,,,,,"2024, Q2",6/30/2024 0:00,28,29,3.7449,FHRx,"F2, HDM F3",Auto,P621872,583197,211
1384,,,,,,,,,,32,,,,21,,,,,,,,-11,"2023, YE",12/31/2023 0:00,21,21,9.8403,FHRx,"F2, HDM F3",Auto,P621872,583197,211
1385,,39,,,,43,,,,28,,32,,32,,37,41,,,,4,,"2024, Q3",7/31/2024 0:00,41,40,0.8004,FHRx,A2,Auto,P277101,519253,
1386,,62,,,,52,,,,26,,,,48,,,,87,,,,39,"2024, YE",3/31/2024 0:00,87,87,0.0017,FHRx,"A1, F3, PU, HDM F1",Auto,P944536,250180,275
1393,,39,,,,41,,,,33,,42,,60,49,,,,,,-11,,"2024, Q1",3/31/2024 0:00,49,49,0.3343,FHRx,A3,Auto,P0,577372,185
1394,,39,,,,41,,,,33,,42,,60,49,,,,,,-11,,"2024, Q1",3/31/2024 0:00,49,49,0.3343,FHRx,"A3, F0",Auto,P0,577373,
1395,,,,,,,,,,53,,,,69,,,,,,,,16,"2023, YE",5/31/2023 0:00,69,69,0.0344,FHRx,"F3, HDM F3",Auto,P0,250228,
1398,,,,,,29,,,23,31,,,,34,,29,,,,,,,"2024, Q2",9/30/2023 0:00,29,29,3.2935,FHRx,"F0, F3, HDM F2",Auto,P541463,250130,203
1399,61,65,77,79,78,79,68,68,67,71,68,63,69,77,75,77,,,,,2,14,"2024, Q2",6/30/2024 0:00,77,77,0.0114,Public,F3,Auto,P0,581643,52
1400,86,87,86,84,84,83,85,85,85,82,82,84,84,81,74,59,59,65,73,,8,-1,"2025, Q1",6/30/2024 0:00,73,74,0.0203,Public,"F0, HDM F2",Auto,P703756,503710P,91
1401,,82,,39,,74,,49,,37,,,,60,,,,80,,,,20,"2024, YE",3/31/2024 0:00,80,80,0.007,FHRx,"F0, HDM F2",Auto,P703756,503710,279
1402,54,47,47,44,46,49,49,48,49,58,56,59,60,54,54,53,49,47,44,,-3,-10,"2025, Q1",6/30/2024 0:00,44,57,0.5751,Public,A3,Auto,P203326,581048,153
1405,54,47,47,44,46,49,49,48,49,58,56,59,60,54,54,53,49,47,44,,-3,-10,"2025, Q1",6/30/2024 0:00,44,57,0.5751,Public,"F3, HDM A2",Auto,P203326,36840,
1403,,31,,,,22,,,,16,,,,14,14,,13,17,,,4,3,"2024, YE",3/31/2024 0:00,17,17,18.111,FHRx,"A1, HDM A1",Auto,P805007,250190,274
1406,63,58,75,55,49,47,66,51,,72,,,,71,,,,,,,,-1,"2023, YE",12/31/2023 0:00,71,71,0.0266,FHRx,"F3, HDM F3",Auto,P629146,519184,278
1407,,32,,,,22,,,,22,,,34,25,,,,38,,,,13,"2024, YE",3/31/2024 0:00,38,38,1.1216,FHRx,"A1, A3, F2, F3, HDM F3",Auto,P847637,250140,
1409,75,73,52,60,73,69,72,70,59,76,76,76,71,63,63,74,82,85,85,,0,22,"2025, Q1",6/30/2024 0:00,85,85,0.0027,Public,"F3, PU",Auto,P100511,514282P,209
1412,75,73,52,60,73,69,72,70,59,76,76,76,71,63,63,74,82,85,85,,0,22,"2025, Q1",6/30/2024 0:00,85,85,0.0027,Public,"F3, PU, HDM A2",Auto,P100511,033670P,
1410,75,73,52,60,73,69,72,70,59,76,76,76,71,63,63,74,82,85,85,,0,22,"2025, Q1",6/30/2024 0:00,85,85,0.0027,Public,"A2, HDM A2",Auto,P100511,519124P,
1413,,62,,,,45,,,,44,,,,45,,,,,,,,1,"2023, YE",12/31/2023 0:00,45,45,0.5158,FHRx,"A2, HDM A2",Auto,P805619,519124,
1414,,70,,,,45,,,,43,43,,,54,,,,,,,,11,"2023, YE",12/31/2023 0:00,54,54,0.1945,FHRx,"A2, F3, HDM A3",Auto,P102262,516749,143
1415,,70,,,,45,,,,43,43,,,54,,,,,,,,11,"2023, YE",12/31/2023 0:00,54,54,0.1945,FHRx,A3,Auto,P102262,577340,
1416,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,A3,Auto,P467536,201020,85
1418,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,"A3, F0, HDM F0",Auto,P467536,201409,
1419,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,F0,Auto,P467536,584347,
1425,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,F3,Auto,P467536,594150,
1427,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,F0,Auto,P467536,590988,
1426,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,F3,Auto,P467536,520880,
1423,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,"F3, HDM F3",Auto,P467536,516949,
1421,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,PU,Auto,P467536,518227,
1422,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,HDM F3,Auto,P467536,521088,
1424,,46,,58,,60,,47,,51,,50,,55,,,,,,,,4,"2023, YE",12/31/2023 0:00,55,65,0.1744,Public,F3,Auto,P467536,504766,
1420,58,59,63,59,54,47,50,54,64,64,71,70,69,71,71,73,,,,,2,3,"2024, Q2",6/30/2024 0:00,73,73,0.0203,Public,"A3, F3",Auto,P989042,511895P,133
1428,40,42,43,43,38,37,36,36,35,37,37,40,40,45,43,42,,,,,-1,2,"2024, Q2",6/30/2024 0:00,42,42,0.7165,Public,F3,Auto,P0,521749,69
1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
