,Vlookup Supplier #,accountsPayable,accountsReceivable,bankCashBalances,bankOverdraft,debitOwnedWithinOneYear,financialAssets,fixedAssets,intangibleAssets,otherCurrentAssets,otherCurrentLiabilities,otherEquity,otherTermAssets,otherTermLiabilities,prepayments,retainedEarnings,subscribedCapital,termLoans,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalInventories,totalLiabilities,totalShareholderEquity,totalTermAssets,totalTermLiabilities,accountPayableAccrualFromCashFlow,capitalExpenditure,changeInInventoriesFromCashFlow,netChangeInCashAndCashEquivalents,netFundingCashFlow,netInvestingCashFlow,unbilledAccountsReceivableRevenueFromCashFlow,currency,financialDate,period,abnormalItems,amortization,companyTaxExpense,costOfGoodsSold,depreciation,earningsBeforeInterestAndTax,grossProfit,interestExpense,interestReceived,investmentIncome,netInvestmentIncome,netProfitAfterTax,netProfitAfterTaxAndMinorityInterests,netProfitBeforeTax,netSurplus,otherIncome,otherInvestmentExpense,otherOperatingExpense,totalOperatingExpense,totalOperatingRevenue,totalStaffCosts,salesRevenue,RRID,id,eqyYear,CHS,FHR
69,510176,,,279.70841,,0.0,175.82403,468.40906,,,,,,,,,,0.0,2180.38249,955.53127,239.22317,,251.41359,1928.9689,,,,,,,-388.96744,-74.54201,,USD,2022-03-31,Q1,,,49.50543,,,379.35418,,,,,,334.87498,,,,,,,,,,1715.69587,dJO0ZRa,2022Q1,2022,65,87
70,580167,,,519.9,,27.2,,1793.5,,,,,,,,,,2694.8,5336.7,2105.4,1255.1,,4727.1,609.6,,,,,,,-176.6,-201.5,,USD,2024-06-30,Q2,-21.6,,36.9,,,214.6,,197.9,28.8,,,2.2,,,,,,,,,,6254.1,mDbPQoa,2024Q2,2024,50,55
71,580167,,,469.8,,25.0,,1811.5,,,,,,,,,,2735.0,5371.1,2093.2,1235.6,,4749.7,621.4,,,,,,,-172.4,-202.2,,USD,2024-03-31,Q1,-24.2,,25.0,,,186.2,,200.2,28.6,,,-8.0,,,,,,,,,,6192.5,mDbPQoa,2024Q1,2024,46,52
72,580167,,,519.9,,28.2,,1876.5,,,,,,,,,,2839.2,5356.3,2006.6,1201.6,,4751.4,604.9,,,,,,,-205.5,-184.5,,USD,2023-12-31,YE,-26.5,,9.1,,,145.3,,201.7,26.2,,,-33.6,,,,,,,,,,6079.5,mDbPQoa,2023YE,2023,42,50
73,580167,,,615.6,,24.5,,1879.0,,,,,,,,,,2833.9,5475.0,2139.2,1248.7,,4861.3,613.7,,,,,,,-177.6,-172.3,,USD,2023-09-30,Q3,-20.1,,7.4,,,171.3,,193.8,24.3,,,-0.6,,,,,,,,,,6009.2,mDbPQoa,2023Q3,2023,46,55
74,580167,,,511.1,,16.3,,1921.2,,,,,,,,,,2853.9,5507.4,2109.6,1233.6,,4862.6,644.8,,,,,,,-217.9,-170.7,,USD,2023-06-30,Q2,-26.8,,3.7,,,207.4,,187.8,22.6,,,43.3,,,,,,,,,,5992.5,mDbPQoa,2023Q2,2023,53,58
75,580167,,,465.7,,49.6,,1971.0,,,,,,,,,,2847.7,5452.9,2004.5,1198.0,,4831.2,621.7,,,,,,,-227.6,-242.2,,USD,2023-03-31,Q1,-21.1,,-1.0,,,214.7,,180.3,19.9,,,58.2,,,,,,,,,,5860.1,mDbPQoa,2023Q1,2023,55,59
76,580167,,,511.5,,88.9,,2010.2,,,,,,,,,,2937.5,5469.4,1993.4,1199.3,,4842.1,627.3,,,,,,,-217.2,-243.0,,USD,2022-12-31,YE,-48.5,,2.0,,,225.6,,174.5,17.0,,,64.3,,,,,,,,,,5802.4,mDbPQoa,2022YE,2022,56,60
77,580167,,,472.3,,19.2,,2017.1,,,,,,,,,,2974.1,5679.6,2055.5,1214.3,,5193.1,486.5,,,,,,,-155.0,-263.6,,USD,2022-09-30,Q3,-47.0,,-4.4,,,210.7,,176.7,14.3,,,4.1,,,,,,,,,,5644.8,mDbPQoa,2022Q3,2022,50,56
78,580167,,,501.4,,14.1,,2096.7,,,,,,,,,,3034.8,5768.7,2055.8,1213.7,,5299.5,469.2,,,,,,,-247.9,-237.0,,USD,2022-06-30,Q2,-57.6,,-12.3,,,183.6,,181.6,11.6,,,-24.8,,,,,,,,,,5322.7,mDbPQoa,2022Q2,2022,46,53
79,580167,,,529.9,,21.0,,2067.8,,,,,,,,,,3062.0,5725.0,2040.9,1153.7,,5240.5,484.5,,,,,,,-349.5,-152.0,,USD,2022-03-31,Q1,-73.0,,-10.5,,,183.3,,188.8,11.0,,,-31.7,,,,,,,,,,5167.7,mDbPQoa,2022Q1,2022,45,53
80,142060,,,408.0,,455.0,564.0,2364.0,,,,,,,,,,1540.0,8010.0,3703.0,3785.0,,5699.0,2311.0,,,,,,,-591.0,-588.0,,USD,2024-06-30,Q2,-107.0,,150.0,,,869.0,,103.0,14.0,,,627.0,,,,,,,,,,10567.0,Ra7kXma,2024Q2,2024,75,68
81,142060,,,569.0,,310.0,564.0,2369.0,,,,,,,,,,1830.0,8324.0,4011.0,3658.0,,5882.0,2442.0,,,,,,,-698.0,-566.0,,USD,2024-03-31,Q1,-203.0,,136.0,,,757.0,,100.0,17.0,,,541.0,,,,,,,,,,10597.0,Ra7kXma,2024Q1,2024,71,65
82,142060,,,498.0,,538.0,107.0,2368.0,,,,,,,,,,1324.0,8332.0,3974.0,4035.0,,5762.0,2570.0,,,,,,,-490.0,-569.0,,USD,2023-12-31,YE,-212.0,,123.0,,,690.0,,93.0,13.0,,,489.0,,,,,,,,,,10475.0,Ra7kXma,2023YE,2023,68,61
83,142060,,,475.0,,590.0,500.0,2229.0,,,,,,,,,,1277.0,7987.0,3879.0,3851.0,,5501.0,2486.0,,,,,,,-374.0,-585.0,,USD,2023-09-30,Q3,-108.0,,188.0,,,683.0,,87.0,13.0,,,419.0,,,,,,,,,,10059.0,Ra7kXma,2023Q3,2023,69,62
84,142060,,,475.0,,481.0,484.0,2196.0,,,,,,,,,,1290.0,7959.0,3898.0,3756.0,,5402.0,2557.0,,,,,,,-237.0,-596.0,,USD,2023-06-30,Q2,-105.0,,168.0,,,622.0,,78.0,12.0,,,391.0,,,,,,,,,,9765.0,Ra7kXma,2023Q2,2023,66,60
85,142060,,,713.0,,577.0,528.0,2214.0,,,,,,,,,,1601.0,8185.0,4061.0,3529.0,,5544.0,2641.0,,,,,,,-157.0,-611.0,,USD,2023-03-31,Q1,11.0,,176.0,,,652.0,,66.0,7.0,,,417.0,,,,,,,,,,9211.0,Ra7kXma,2023Q1,2023,65,56
86,142060,,,594.0,,711.0,157.0,2120.0,,,,,,,,,,1054.0,7717.0,3714.0,3642.0,,5091.0,2626.0,,,,,,,-531.0,-485.0,,USD,2022-12-31,YE,20.0,,178.0,,,659.0,,60.0,6.0,,,425.0,,,,,,,,,,8842.0,Ra7kXma,2022YE,2022,67,59
87,142060,,,483.0,,692.0,,1911.0,,,,,,,,,,1037.0,7334.0,3587.0,3458.0,,4843.0,2491.0,,,,,,,-472.0,-472.0,,USD,2022-09-30,Q3,20.0,,163.0,,,604.0,,55.0,5.0,,,384.0,,,,,,,,,,8626.0,Ra7kXma,2022Q3,2022,66,58
88,142060,,,327.0,,559.0,,1926.0,,,,,,,,,,1060.0,7030.0,3285.0,3061.0,,4472.0,2558.0,,,,,,,-602.0,-421.0,,USD,2022-06-30,Q2,20.0,,143.0,,,532.0,,54.0,4.0,,,338.0,,,,,,,,,,8171.0,Ra7kXma,2022Q2,2022,61,54
89,142060,,,938.0,,347.0,,1979.0,,,,,,,,,,1647.0,7769.0,3923.0,3073.0,,5095.0,2674.0,,,,,,,-565.0,-378.0,,USD,2022-03-31,Q1,0.0,,153.0,,,571.0,,57.0,5.0,,,362.0,,,,,,,,,,8112.0,Ra7kXma,2022Q1,2022,61,56
90,50510,,,318.5,,992.5,,2078.7,,,,,,,,,,5602.4,22454.2,6785.0,5342.8,,13732.3,8721.9,,,,,,,-1783.9,388.9,,USD,2024-06-29,Q2,-554.2,,161.5,,,238.7,,536.7,188.4,,,-271.1,,,,,,,,,,15584.3,eaRq4zJ,2024Q2,2024,15,35
91,50510,,,476.6,,2240.4,,2115.9,,,,,,,,,,5602.1,23853.9,7420.8,6829.4,,14977.5,8876.4,,,,,,,-591.6,-329.7,,USD,2024-03-30,Q1,-534.4,,-88.9,,,206.0,,560.0,190.7,,,-74.4,,,,,,,,,,15718.8,eaRq4zJ,2024Q1,2024,18,30
92,50510,,,449.4,,1075.9,,2672.8,,,,,,,,,,6101.0,23663.8,7017.3,5883.2,,14607.7,9056.1,,,,,,,-816.0,-327.7,,USD,2023-12-30,YE,-566.2,,-94.0,,,-3.2,,559.4,186.9,,,-281.7,,,,,,,,,,15781.1,eaRq4zJ,2023YE,2023,15,32
93,50510,,,347.8,,1501.3,,2714.4,,,,,,,,,,6099.2,24097.1,7379.1,5663.3,,14767.7,9329.4,,,,,,,-839.4,-331.4,,USD,2023-09-30,Q3,-422.9,,-342.9,,,-80.3,,534.0,165.2,,,-106.2,,,,,,,,,,16031.4,eaRq4zJ,2023Q3,2023,18,31
94,50510,,,391.4,,1785.1,,2756.0,,,,,,,,,,6099.9,24933.2,7839.7,6139.6,,15397.3,9535.9,,,,,,,-3856.3,3759.9,,USD,2023-07-01,Q2,-385.2,,-322.1,,,-45.7,,481.1,130.4,,,-74.3,,,,,,,,,,16197.1,eaRq4zJ,2023Q2,2023,19,28
95,50510,,,387.6,,1830.0,,2748.4,,,,,,,,,,6101.1,25071.7,8135.7,6239.3,,15579.3,9492.4,,,,,,,-3072.3,3674.8,,USD,2023-04-01,Q1,-533.34,,-131.6,,,18.3,,414.7,91.7,,,-173.1,,,,,,,,,,16431.2,eaRq4zJ,2023Q1,2023,15,27
96,50510,,,395.6,,2104.1,,2784.6,,,,,,,,,,5352.9,24963.3,7974.7,6569.2,,15249.1,9714.2,,,,,,,-1971.1,3572.6,,USD,2022-12-31,YE,-642.2,,-132.4,,,321.7,,338.5,54.7,,,170.3,,,,,,,,,,16947.4,eaRq4zJ,2022YE,2022,20,28
97,50510,,,408.7,,2570.4,,2708.3,,,,,,,,,,5350.5,25523.9,8804.6,7607.0,,15975.2,9548.7,,,,,,,488.2,1473.1,,USD,2022-10-01,Q3,-693.2,,-208.4,,,594.6,,270.2,26.6,,,562.4,,,,,,,,,,17028.9,eaRq4zJ,2022Q3,2022,33,31
98,50510,,,282.3,,5834.2,,2709.1,,,,,,,,,,5351.8,29361.4,9972.8,11760.7,,20279.5,9081.9,,,,,,,3900.6,-2684.8,,USD,2022-07-02,Q2,-609.3,,-167.9,,,970.0,,224.3,13.5,,,939.9,,,,,,,,,,17172.5,eaRq4zJ,2022Q2,2022,43,34
99,50510,,,165.8,,5087.6,,2365.6,,,,,,,,,,5355.5,29358.7,9736.2,10955.0,,20003.9,9354.8,,,,,,,2439.1,-2639.3,,USD,2022-04-02,Q1,-404.1,,-31.4,,,1454.0,,192.6,9.7,,,1319.7,,,,,,,,,,17080.4,eaRq4zJ,2022Q1,2022,53,42
100,518087,,,862.0,,2044.0,,2011.0,,,,,,,,,,6429.0,15577.0,6256.0,4804.0,,12615.0,2962.0,,,,,,,-2790.0,-544.0,,USD,2024-06-30,Q2,,,950.0,,,4239.0,,283.0,,,,3067.0,,,,,,,,,,16014.0,LDQqZkD,2024Q2,2024,81,85
101,518087,,,959.0,,2066.0,,1973.0,,,,,,,,,,6259.0,15653.0,6371.0,4844.0,,12632.0,3021.0,,,,,,,-3121.0,-444.0,,USD,2024-03-31,Q1,,,911.0,,,4195.0,,277.0,,,,3062.0,,,,,,,,,,16061.0,LDQqZkD,2024Q1,2024,80,84
102,518087,,,1065.0,,1825.0,,2224.0,,,,,,,,,,6339.0,15518.0,6235.0,4675.0,,12505.0,3013.0,,,,,,,-2782.0,-403.0,,USD,2023-12-31,YE,1.0,,866.0,,,4041.0,,266.0,51.0,,,2957.0,,,,,,,,,,16107.0,LDQqZkD,2023YE,2023,80,85
103,518087,,,990.0,,1248.0,,1904.0,,,,,,,,,,6818.0,15395.0,6288.0,3982.0,,12391.0,3004.0,,,,,,,-2940.0,-156.0,,USD,2023-09-30,Q3,,,870.0,,,4038.0,,252.0,,,,3147.0,,,,,,,,,,16095.0,LDQqZkD,2023Q3,2023,79,85
104,518087,,,922.0,,1275.0,,1901.0,,,,,,,,,,6947.0,15652.0,6404.0,4040.0,,12558.0,3094.0,,,,,,,-2833.0,-144.0,,USD,2023-06-30,Q2,,,859.0,,,3951.0,,237.0,,,,3102.0,,,,,,,,,,16075.0,LDQqZkD,2023Q2,2023,80,85
105,518087,,,1143.0,,2870.0,,1885.0,,,,,,,,,,5510.0,15921.0,6688.0,5596.0,,12820.0,3101.0,,,,,,,-2696.0,-148.0,,USD,2023-03-31,Q1,,,817.0,,,3867.0,,215.0,,,,3086.0,,,,,,,,,,16012.0,LDQqZkD,2023Q1,2023,80,83
106,518087,,,708.0,,1590.0,,2060.0,,,,,,,,,,6173.0,15422.0,6270.0,4460.0,,12333.0,3089.0,,,,,,,-3000.0,-110.0,,USD,2022-12-31,YE,191.0,,808.0,,,3981.0,,203.0,22.0,,,3034.0,,,,,,,,,,15932.0,LDQqZkD,2022YE,2022,81,84
107,518087,,,774.0,,1688.0,,1705.0,,,,,,,,,,5940.0,15226.0,6196.0,4392.0,,12212.0,3014.0,,,,,,,-2382.0,-1045.0,,USD,2022-09-30,Q3,,,777.0,,,3638.0,,196.0,,,,2736.0,,,,,,,,,,15640.0,LDQqZkD,2022Q3,2022,80,83
108,518087,,,879.0,,1525.0,,1736.0,,,,,,,,,,6115.0,15666.0,6371.0,4294.0,,12287.0,3379.0,,,,,,,-2309.0,-1016.0,,USD,2022-06-30,Q2,,,714.0,,,3500.0,,193.0,,,,2648.0,,,,,,,,,,15185.0,LDQqZkD,2022Q2,2022,79,82
109,518087,,,1296.0,,1041.0,,1795.0,,,,,,,,,,6817.0,16286.0,6682.0,3858.0,,12704.0,3582.0,,,,,,,-2459.0,-992.0,,USD,2022-03-31,Q1,,,637.0,,,3467.0,,198.0,,,,2685.0,,,,,,,,,,14850.0,LDQqZkD,2022Q1,2022,77,83
110,511897,,,59.9,,13.1,,227.9,,,,,,,,,,670.3,1380.6,864.1,357.0,,1078.7,301.9,,,,,,,-14.6,-25.3,,USD,2024-06-30,Q2,-1.5,,9.7,,,93.3,,47.2,,,,40.3,,,,,,,,,,1658.3,QaEVloA,2024Q2,2024,61,61
111,511897,,,61.6,,12.3,,228.9,,,,,,,,,,657.3,1402.5,883.7,393.5,,1105.0,297.5,,,,,,,-17.0,-26.0,,USD,2024-03-31,Q1,-4.4,,9.2,,,87.9,,46.3,,,,35.5,,,,,,,,,,1653.8,QaEVloA,2024Q1,2024,59,60
112,511897,,,54.8,,9.4,,229.6,,,,,,,,,,633.4,1340.7,824.4,363.6,,1050.8,289.9,,,,,,,-39.0,-15.8,,USD,2023-12-31,YE,-6.6,,8.5,,,84.1,,45.1,,,,33.0,,,,,,,,,,1659.7,QaEVloA,2023YE,2023,58,58
113,511897,,,51.2,,12.2,,229.3,,,,,,,,,,659.1,1456.5,965.0,451.4,,1169.2,287.3,,,,,,,-2.7,-25.9,,USD,2023-09-30,Q3,-14.0,,10.7,,,71.1,,43.5,,,,19.5,,,,,,,,,,1652.0,QaEVloA,2023Q3,2023,52,49
114,511897,,,53.4,,12.5,,232.6,,,,,,,,,,673.1,1451.8,952.0,432.7,,1166.2,285.6,,,,,,,34.4,-45.0,,USD,2023-06-30,Q2,-18.3,,4.7,,,53.6,,40.9,,,,14.8,,,,,,,,,,1617.0,QaEVloA,2023Q2,2023,47,43
115,511897,,,49.6,,12.8,,233.0,,,,,,,,,,661.1,1447.4,945.6,445.4,,1168.5,278.9,,,,,,,63.0,-4.3,,USD,2023-03-31,Q1,-16.5,,4.7,,,48.2,,37.4,,,,15.1,,,,,,,,,,1558.7,QaEVloA,2023Q1,2023,46,40
116,511897,,,58.2,,10.9,,235.8,,,,,,,,,,655.1,1436.6,932.4,448.6,,1168.7,267.9,,,,,,,81.2,-45.5,,USD,2022-12-31,YE,-17.3,,-0.7,,,33.4,,33.8,,,,11.4,,,,,,,,,,1492.9,QaEVloA,2022YE,2022,39,37
117,511897,,,53.7,,10.6,,289.1,,,,,,,,,,674.4,1431.3,852.7,368.7,,1131.7,299.6,,,,,,,76.4,-27.5,,USD,2022-09-30,Q3,-27.3,,-5.4,,,6.6,,33.4,,,,-10.7,,,,,,,,,,1652.7,QaEVloA,2022Q3,2022,26,34
118,511897,,,61.1,,10.3,,284.5,,,,,,,,,,655.6,1418.3,850.7,359.5,,1104.5,313.8,,,,,,,76.8,-7.9,,USD,2022-06-30,Q2,-28.4,,-5.2,,,-5.4,,31.4,,,,-21.2,,,,,,,,,,1575.4,QaEVloA,2022Q2,2022,21,34
119,511897,,,61.6,,9.9,,292.3,,,,,,,,,,619.2,1431.3,848.9,389.1,,1103.4,327.9,,,,,,,83.6,-16.7,,USD,2022-03-31,Q1,-22.9,,-8.7,,,-16.5,,30.5,,,,-28.2,,,,,,,,,,1496.8,QaEVloA,2022Q1,2022,19,35
120,201330,,,10083.0,,1302.0,,8082.0,,,,,,,,,,11781.0,43377.0,19515.0,14345.0,,39389.0,3988.0,,,,,,,1635.0,-1444.0,,USD,2024-06-30,Q2,-4476.0,,-209.0,,,1362.0,,1382.0,418.0,,,1019.0,,,,,,,,,,30583.0,dJO0QOa,2024Q2,2024,54,52
121,201330,,,10911.0,,820.0,,9816.0,,,,,,,,,,20593.0,55243.0,21613.0,13156.0,,50310.0,4933.0,,,,,,,2190.0,-1214.0,,USD,2024-03-31,Q1,-14953.0,,-2596.0,,,-8868.0,,1204.0,323.0,,,-7027.0,,,,,,,,,,32653.0,dJO0QOa,2024Q1,2024,20,33
122,201330,,,5933.0,,2947.0,277.0,9918.0,,,,,,,,,,13148.0,50580.0,16379.0,15297.0,,45712.0,4868.0,,,,,,,-3147.0,-1207.0,,USD,2023-12-31,YE,-14901.0,,-2691.0,,,-9128.0,,942.0,253.0,,,-6979.0,,,,,,,,,,32681.0,dJO0QOa,2023YE,2023,19,30
123,201330,,,5140.0,,3137.0,,9786.0,,,,,,,,,,12876.0,49621.0,16198.0,15466.0,,44890.0,4731.0,,,,,,,-3538.0,-1294.0,,USD,2023-09-30,Q3,-15061.0,,-2693.0,,,-9739.0,,686.0,192.0,,,-7383.0,,,,,,,,,,32747.0,dJO0QOa,2023Q3,2023,21,29
124,201330,,,4258.0,,3033.0,,10023.0,,,,,,,,,,12954.0,48880.0,15754.0,10936.0,,41023.0,7857.0,,,,,,,-3767.0,-851.0,,USD,2023-06-30,Q2,-8152.0,,-1641.0,,,-2929.0,,488.0,136.0,,,-1449.0,,,,,,,,,,33054.0,dJO0QOa,2023Q2,2023,21,34
125,201330,,,3824.0,,3012.0,,10130.0,,,,,,,,,,12948.0,46886.0,14963.0,10556.0,,31535.0,15351.0,,,,,,,-4012.0,-1169.0,,USD,2023-03-31,Q1,2412.0,,520.0,,,6139.0,,472.0,99.0,,,5469.0,,,,,,,,,,33431.0,dJO0QOa,2023Q1,2023,73,78
126,201330,,,3655.0,,1949.0,967.0,10007.0,,,,,,,,,,14076.0,46455.0,14688.0,9523.0,,31685.0,14770.0,,,,,,,-5350.0,-1046.0,,USD,2022-12-31,YE,2394.0,,612.0,,,6539.0,,462.0,67.0,,,5791.0,,,,,,,,,,34229.0,dJO0QOa,2022YE,2022,74,80
127,201330,,,3404.0,,1856.0,,9997.0,,,,,,,,,,13849.0,46176.0,14895.0,9543.0,,32020.0,14156.0,,,,,,,-6447.0,-543.0,,USD,2022-09-30,Q3,2648.0,,777.0,,,7523.0,,465.0,44.0,,,6588.0,,,,,,,,,,34762.0,dJO0QOa,2022Q3,2022,75,81
128,201330,,,2722.0,,2257.0,,10154.0,,,,,,,,,,14019.0,45634.0,14514.0,9896.0,,31818.0,13816.0,,,,,,,-6813.0,-1088.0,,USD,2022-06-30,Q2,-85.0,,830.0,,,5155.0,,476.0,33.0,,,4162.0,,,,,,,,,,35085.0,dJO0QOa,2022Q2,2022,72,76
129,201330,,,3247.0,,1877.0,,10254.0,,,,,,,,,,14801.0,45855.0,14452.0,9152.0,,30851.0,15004.0,,,,,,,-6948.0,-1211.0,,USD,2022-03-31,Q1,-128.0,,1268.0,,,7016.0,,469.0,30.0,,,5605.0,,,,,,,,,,35333.0,dJO0QOa,2022Q1,2022,73,80
130,021320P,,,230.672,,12.809,117.062,2538.841,,,,,,,,,,943.592,3460.783,614.128,270.952,,1895.131,1565.652,,,,,,,0.358,-363.727,,USD,2024-06-30,Q2,,,74.332,,,397.082,,38.619,,,,311.074,,,,,,,,,,1361.773,5aPqjzA,2024Q2,2024,65,81
131,021320P,,,238.158,,0.0,66.11,2459.189,,,,,,,,,,943.536,3326.032,607.943,208.474,,1828.568,1497.464,,,,,,,-21.997,-264.784,,USD,2024-03-31,Q1,,,73.802,,,392.224,,38.113,,,,306.048,,,,,,,,,,1357.153,5aPqjzA,2024Q1,2024,66,82
132,021320P,,,230.373,,81.422,62.516,2435.163,,,,,,,,,,824.059,3242.568,570.17,309.757,,1799.562,1443.006,,,,,,,-3.835,-289.287,,USD,2023-12-31,YE,,,69.298,,,377.919,,37.677,,,,294.191,,,,,,,,,,1349.166,5aPqjzA,2023YE,2023,66,80
133,021320P,,,189.214,,51.495,59.322,2387.26,,,,,,,,,,823.998,3187.469,556.75,310.033,,1784.54,1402.929,,,,,,,-24.071,-279.533,,USD,2023-09-30,Q3,,,65.301,,,362.78,,37.104,,,,278.429,,,,,,,,,,1336.262,5aPqjzA,2023Q3,2023,66,80
134,021320P,,,150.578,,50.197,59.882,2316.246,,,,,,,,,,823.941,3093.986,524.112,300.562,,1765.547,1328.439,,,,,,,-54.786,-254.801,,USD,2023-06-30,Q2,,,63.087,,,357.797,,37.188,,,,270.694,,,,,,,,,,1362.062,5aPqjzA,2023Q2,2023,67,80
135,021320P,,,104.08,,60.854,58.058,2289.491,,,,,,,,,,823.882,2987.41,454.365,262.464,,1723.633,1263.777,,,,,,,-52.736,-244.001,,USD,2023-03-31,Q1,,,69.025,,,372.81,,36.483,,,,274.662,,,,,,,,,,1424.386,5aPqjzA,2023Q1,2023,69,80
136,021320P,,,118.996,,8.204,54.845,2231.327,,,,,,,,,,823.821,2901.661,452.752,237.636,,1684.344,1217.317,,,,,,,-96.779,-175.071,,USD,2022-12-31,YE,,,73.351,,,390.439,,36.016,,,,284.184,,,,,,,,,,1460.209,5aPqjzA,2022YE,2022,70,82
137,021320P,,,72.987,,0.0,52.966,2186.643,,,,,,,,,,823.76,2897.904,460.493,241.853,,1713.881,1184.023,,,,,,,-110.767,-181.982,,USD,2022-09-30,Q3,,,76.815,,,406.657,,36.368,,,,293.796,,,,,,,,,,1492.032,5aPqjzA,2022Q3,2022,71,81
138,021320P,,,61.989,,29.996,53.555,2149.919,,,,,,,,,,823.699,2875.5,471.389,288.153,,1758.957,1116.543,,,,,,,-108.788,-169.002,,USD,2022-06-30,Q2,,,66.126,,,365.052,,36.757,,,,262.311,,,,,,,,,,1424.47,5aPqjzA,2022Q2,2022,71,79
139,021320P,,,1.371,,127.76,57.893,2128.344,,,,,,,,,,734.074,2791.741,402.391,373.155,,1744.603,1047.138,,,,,,,-107.291,-153.939,,USD,2022-03-31,Q1,,,48.434,,,303.808,,37.321,,,,218.443,,,,,,,,,,1310.038,5aPqjzA,2022Q1,2022,72,71
140,90220,,,2229.0,,5027.0,10628.0,25359.0,,,,,,,,,,18702.0,82447.0,33753.0,19917.0,,45726.0,36721.0,,,,,,,-2595.0,-6023.0,,EUR,2024-06-30,Q2,,,709.0,,,1604.0,,913.0,380.0,,,100.0,,,,,,,,,,65270.0,XAZN5qA,2024Q2,2024,24,47
141,90220,,,2786.0,,2032.0,9456.0,24577.0,,,,,,,,,,18986.0,81740.0,34839.0,16705.0,,43185.0,38555.0,,,,,,,-3174.0,-5150.0,,EUR,2024-03-31,Q1,,,1077.0,,,2062.0,,900.0,355.0,,,185.0,,,,,,,,,,66465.0,XAZN5qA,2024Q1,2024,25,52
142,90220,,,2624.0,,2182.0,9010.0,24080.0,,,,,,,,,,18384.0,77394.0,31471.0,15871.0,,40749.0,36646.0,,,,,,,-2905.0,-4991.0,,EUR,2023-12-31,YE,-838.0,,1041.0,,,2024.0,,780.0,322.0,,,379.0,,,,,,,,,,68902.0,XAZN5qA,2023YE,2023,26,52
143,90220,,,2291.0,,3709.0,10601.0,23881.0,,,,,,,,,,17680.0,82603.0,34440.0,17298.0,,42333.0,40270.0,,,,,,,-3917.0,-5081.0,,EUR,2023-09-30,Q3,-4690.0,,1051.0,,,-1336.0,,838.0,257.0,,,-2893.0,,,,,,,,,,72356.0,XAZN5qA,2023Q3,2023,18,42
144,90220,,,2474.0,,5321.0,9971.0,23186.0,,,,,,,,,,17624.0,83505.0,36615.0,19223.0,,44177.0,39328.0,,,,,,,-4438.0,-4538.0,,EUR,2023-06-30,Q2,-5463.0,,1167.0,,,-951.0,,768.0,234.0,,,-1732.0,,,,,,,,,,78567.0,XAZN5qA,2023Q2,2023,19,42
145,90220,,,2562.0,,3797.0,10173.0,22887.0,,,,,,,,,,16809.0,86139.0,39138.0,19694.0,,44079.0,42060.0,,,,,,,-4890.0,-3902.0,,EUR,2023-03-31,Q1,,,1350.0,,,5630.0,,687.0,215.0,,,-108.0,,,,,,,,,,84236.0,XAZN5qA,2023Q1,2023,37,53
146,90220,,,2516.0,,4173.0,8121.0,22967.0,,,,,,,,,,16330.0,84472.0,37422.0,20440.0,,43549.0,40923.0,,,,,,,-4013.0,-3778.0,,EUR,2022-12-31,YE,-486.0,,1581.0,,,6530.0,,589.0,196.0,,,-391.0,,,,,,,,,,87327.0,XAZN5qA,2022YE,2022,41,54
147,90220,,,3183.0,,6621.0,16810.0,22969.0,,,,,,,,,,15707.0,97030.0,42435.0,24714.0,,47930.0,49100.0,,,,,,,-3856.0,-2591.0,,EUR,2022-09-30,Q3,-219.0,,1568.0,,,7657.0,,564.0,185.0,,,5442.0,,,,,,,,,,87780.0,XAZN5qA,2022Q3,2022,53,62
148,90220,,,3780.0,,7922.0,16074.0,22254.0,,,,,,,,,,15611.0,96972.0,43351.0,26633.0,,50599.0,46373.0,,,,,,,-1724.0,-3728.0,,EUR,2022-06-30,Q2,-219.0,,1634.0,,,8185.0,,512.0,177.0,,,5914.0,,,,,,,,,,85503.0,XAZN5qA,2022Q2,2022,55,63
149,90220,,,4494.0,,5939.0,13348.0,21779.0,,,,,,,,,,15015.0,93983.0,42726.0,25093.0,,51428.0,42555.0,,,,,,,-4482.0,-2766.0,,EUR,2022-03-31,Q1,,,1550.0,,,8151.0,,480.0,171.0,,,5529.0,,,,,,,,,,82281.0,XAZN5qA,2022Q1,2022,57,65
150,81160,,,845226.0,,618872.0,1194240.0,1281122.0,,,,,,,,,,996840.0,13404588.0,6460246.0,5630367.0,,7264040.0,6140548.0,,,,,,,-803291.0,-326075.0,,JPY,2024-06-30,Q1,52664.0,,230863.0,,,875558.0,,72501.0,40955.0,,,731830.0,,,,,,,,,,9617651.0,YaKN4jJ,2025Q1,2025,58,57
151,81160,,,705367.0,,225313.0,1136535.0,1221842.0,,,,,,,,,,954709.0,12221284.0,5854597.0,4802600.0,,6361681.0,5859603.0,,,,,,,-1024907.0,-131543.0,,JPY,2024-03-31,YE,47937.0,,199053.0,,,803753.0,,70922.0,38781.0,,,626748.0,,,,,,,,,,9728716.0,YaKN4jJ,2024YE,2024,57,60
